This file was created by CMPT_ME_PRIOR_RETS using the 202208 CRSP database.
It contains value- weighted returns for the intersections of  2 ME portfolios
and  3 prior return portfolios.

The portfolios are constructed monthly.  ME is market cap at the end of the
previous month.  PRIOR_RET is from -12 to - 2.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,SMALL LoPRIOR,ME1 PRIOR2,SMALL HiPRIOR,BIG LoPRIOR,ME2 PRIOR2,BIG HiPRIOR
195905,   0.76,   1.08,   0.29,   0.88,   2.06,   4.32
195906,  -0.82,   0.58,   1.54,  -1.21,  -0.34,   2.23
195907,   2.45,   2.35,   3.97,   3.81,   4.22,   1.70
195908,  -0.81,  -1.44,  -2.78,  -2.23,   0.07,  -2.26
195909,  -4.99,  -3.59,  -4.72,  -5.81,  -4.05,  -4.23
195910,   0.53,   1.71,   4.70,   0.37,   0.60,   3.63
195911,   0.82,   1.87,   2.75,   0.36,   1.81,   2.89
195912,   0.97,   2.58,   3.49,   2.98,   3.15,   2.52
196001,  -1.43,  -2.10,  -6.05,  -5.53,  -6.74,  -7.98
196002,  -0.28,   1.06,   2.30,  -2.34,   1.94,   2.93
196003,  -4.07,  -3.20,  -2.08,  -1.36,  -1.47,  -0.59
196004,  -4.19,  -2.37,  -1.16,  -2.66,  -2.41,  -0.02
196005,   0.85,   2.00,   4.20,  -0.17,   2.11,   6.05
196006,   1.45,   1.29,   2.33,   1.92,   2.13,   2.75
196007,  -2.45,  -0.96,  -2.37,  -0.79,  -2.64,  -2.49
196008,   3.77,   2.88,   5.97,   2.24,   2.94,   3.86
196009,  -8.16,  -5.61,  -5.33,  -4.42,  -5.72,  -6.62
196010,  -4.70,  -2.20,  -3.15,  -1.10,   0.23,  -0.14
196011,   3.24,   3.81,   7.59,   3.28,   3.83,   6.49
196012,   3.00,   3.41,   3.24,   4.25,   3.36,   6.84
196101,  12.19,   8.19,   5.88,   6.88,   7.07,   5.20
196102,   6.67,   6.50,   8.56,   4.01,   2.67,   4.08
196103,   3.59,   5.46,   9.90,   1.33,   1.99,   4.11
196104,  -0.16,   0.51,   2.92,  -2.98,   1.00,   1.14
196105,   5.75,   4.24,   3.99,   3.11,   2.86,   1.72
196106,  -5.99,  -4.06,  -5.11,  -2.59,  -2.75,  -2.80
196107,   1.22,   1.07,   0.61,   2.47,   3.20,   3.62
196108,   0.60,   1.33,   1.91,   1.86,   2.43,   3.74
196109,  -4.59,  -2.90,  -2.34,  -1.41,  -1.94,  -2.03
196110,  -0.51,   2.52,   3.30,   1.81,   2.29,   4.22
196111,   4.59,   4.46,   6.48,   3.63,   5.30,   4.44
196112,   0.82,  -0.10,  -0.44,   0.55,   1.56,  -2.60
196201,   0.96,   1.10,  -1.96,  -3.67,  -3.10,  -4.82
196202,   1.87,   1.75,  -0.10,   0.76,   3.47,   0.72
196203,  -2.20,  -0.81,   0.36,  -1.21,  -0.41,  -0.09
196204,  -9.08,  -5.87,  -6.91,  -8.69,  -6.53,  -5.05
196205, -10.86,  -8.80, -10.58,  -8.60,  -8.38,  -8.05
196206, -12.20,  -6.60,  -5.99, -12.80,  -8.81,  -6.09
196207,   7.27,   6.52,   6.10,   4.56,   6.73,   6.78
196208,   4.20,   3.31,   2.43,   2.46,   1.59,   3.04
196209,  -9.15,  -6.11,  -5.21,  -7.00,  -5.62,  -3.05
196210,  -4.09,  -2.70,  -3.27,  -0.18,   1.22,   0.52
196211,  18.54,  13.94,  11.37,  16.07,  10.19,   8.91
196212,  -5.61,  -2.13,   1.06,  -1.50,   1.10,   3.61
196301,  10.47,   7.97,   8.20,   6.31,   4.82,   4.36
196302,  -2.93,  -0.79,   0.61,  -3.45,  -2.21,  -1.95
196303,   0.61,   1.83,   2.69,   3.38,   2.53,   4.55
196304,   2.98,   4.26,   4.07,   6.00,   4.53,   4.74
196305,   4.11,   3.38,   4.46,   2.34,   1.24,   2.66
196306,  -1.14,  -2.22,  -0.99,  -3.00,  -2.43,  -0.73
196307,  -1.33,  -1.23,  -1.07,  -1.53,   0.17,   0.00
196308,   4.09,   3.83,   6.36,   5.86,   5.09,   5.62
196309,  -1.87,  -0.95,  -1.27,  -2.45,  -0.18,  -2.66
196310,   1.05,   1.43,   3.52,   0.81,   2.22,   4.57
196311,  -2.32,  -1.02,  -1.41,  -0.33,   0.53,  -2.72
196312,  -1.67,   0.92,   0.24,   0.96,   2.44,   2.53
196401,   2.52,   3.21,   1.54,   0.27,   2.87,   2.96
196402,   2.87,   2.39,   2.96,   1.28,   1.90,   1.72
196403,   2.64,   3.97,   3.77,   1.38,   1.51,   1.75
196404,  -0.22,  -0.59,  -0.40,   1.15,   0.63,   0.17
196405,   0.01,   1.26,   2.31,   0.26,   1.05,   3.09
196406,   1.00,   1.41,   1.51,   1.33,   1.45,   1.73
196407,   2.51,   2.71,   2.46,   2.79,   1.74,   2.13
196408,  -1.32,  -0.47,  -0.83,  -0.36,  -1.23,  -1.27
196409,   4.24,   2.59,   3.63,   3.73,   2.30,   3.52
196410,   0.65,   2.06,   1.76,   1.59,   0.66,   0.64
196411,  -1.17,   0.96,  -0.21,   0.03,  -0.11,   1.12
196412,  -1.27,  -0.31,  -1.28,   1.51,   0.15,   0.04
196501,   7.68,   6.38,   6.02,   3.70,   4.07,   2.48
196502,   2.84,   3.49,   4.32,   1.49,  -0.23,   0.65
196503,   1.68,   0.35,   1.44,  -1.11,  -1.52,  -0.56
196504,   3.41,   4.17,   5.45,   2.51,   2.36,   5.72
196505,  -1.46,  -0.76,  -0.55,  -0.09,  -0.84,   0.19
196506,  -8.24,  -7.98, -10.26,  -3.53,  -5.17,  -7.76
196507,   1.68,   3.03,   4.93,   0.22,   1.76,   5.18
196508,   4.80,   4.12,   6.86,   2.20,   2.20,   5.30
196509,   1.98,   3.17,   5.10,   2.10,   2.80,   5.58
196510,   4.61,   5.93,   7.32,   1.30,   2.64,   5.51
196511,   1.32,   5.00,   6.40,  -0.49,  -1.43,   3.32
196512,   4.54,   4.46,   4.12,   1.09,   0.67,   1.76
196601,   4.24,   5.10,   8.08,  -1.37,   0.61,   5.57
196602,   1.70,   1.81,   5.30,  -2.49,  -1.63,   3.05
196603,  -1.88,  -2.37,  -1.98,  -2.86,  -2.30,   0.07
196604,   0.21,   4.08,   8.74,   0.83,   2.36,   4.86
196605,  -6.34,  -7.73, -12.01,  -3.85,  -4.52,  -7.57
196606,  -1.69,  -0.46,   1.01,  -1.86,  -1.93,   1.94
196607,  -0.79,  -1.03,  -2.45,  -0.62,  -1.92,  -1.64
196608,  -9.66,  -9.77, -11.45,  -6.44,  -7.22,  -8.93
196609,  -1.24,  -1.36,  -2.05,  -0.03,   0.24,  -2.90
196610,  -0.38,   0.60,  -3.72,   6.42,   6.27,  -0.76
196611,   4.26,   3.17,   7.34,  -1.84,   0.71,   6.52
196612,   1.42,   1.33,   3.26,   0.15,   0.47,   0.42
196701,  22.07,  15.48,  14.92,  13.63,   6.05,   6.91
196702,   2.26,   3.55,   5.56,  -1.59,   0.47,   2.14
196703,   5.30,   6.16,   7.81,   3.75,   4.41,   4.29
196704,   2.92,   3.30,   5.80,   6.72,   1.97,   5.02
196705,  -1.36,  -1.13,  -1.27,  -5.12,  -4.07,  -3.77
196706,   5.27,   6.97,  12.84,   0.57,   1.17,   5.00
196707,   9.23,   7.91,   8.78,   6.86,   3.10,   5.17
196708,   1.22,   1.16,  -1.06,  -0.70,  -0.30,  -1.19
196709,   3.79,   5.97,   7.18,   3.09,   2.44,   4.72
196710,  -3.32,  -2.92,  -1.69,  -3.99,  -3.58,   1.73
196711,  -0.18,   0.18,   0.88,   0.53,   0.31,   2.00
196712,   5.41,   7.50,  11.46,   2.61,   2.67,   3.07
196801,   2.88,   2.15,  -0.05,  -1.06,  -5.30,  -7.53
196802,  -3.46,  -4.28,  -7.66,  -2.53,  -2.31,  -5.20
196803,  -1.53,  -1.37,  -0.38,  -0.54,   0.43,   4.77
196804,  12.77,  12.38,  17.29,   7.22,   8.35,  12.87
196805,   7.72,   6.78,  11.18,   0.78,   1.62,   4.92
196806,   1.10,   2.17,   0.48,   2.87,   0.72,  -0.31
196807,  -3.88,  -2.65,  -3.15,  -1.71,  -1.36,  -4.21
196808,   2.09,   3.46,   5.35,   1.31,   1.65,   1.84
196809,   7.25,   5.38,   7.84,   5.52,   3.41,   3.62
196810,   0.80,   1.81,  -0.01,   2.35,   0.38,   0.25
196811,   7.92,   7.78,   8.33,   5.35,   5.11,   8.43
196812,  -0.70,   1.03,  -0.64,  -4.31,  -3.65,  -4.39
196901,  -0.67,  -0.68,  -0.75,  -1.32,  -0.11,  -1.59
196902,  -9.05,  -7.59,  -9.73,  -3.17,  -5.68,  -7.21
196903,  -0.69,   1.27,   4.86,   2.30,   4.08,   4.69
196904,  -0.56,  -0.43,   1.26,   2.64,   1.69,   3.09
196905,  -0.79,  -0.32,   0.48,  -0.93,   0.94,   1.21
196906, -12.63, -11.15, -12.36,  -2.97,  -5.94,  -7.85
196907, -12.38,  -7.54,  -9.73,  -6.96,  -5.39,  -6.20
196908,   5.81,   4.14,   8.23,   4.08,   4.39,   6.01
196909,  -2.84,  -1.63,  -0.40,  -4.60,  -2.78,  -1.99
196910,  11.15,   7.26,   6.92,   9.03,   5.18,   4.64
196911,  -7.50,  -5.53,  -3.55,  -4.89,  -4.51,  -1.52
196912,  -9.05,  -5.88,  -4.13,  -5.06,  -2.72,  -0.05
197001,  -4.19,  -4.85,  -6.45, -10.16,  -9.05,  -6.71
197002,   3.45,   3.60,   4.52,   6.27,   6.47,   5.65
197003,  -2.69,  -1.43,  -3.46,  -1.52,   2.46,  -1.48
197004, -18.66, -12.96, -19.04,  -8.98,  -9.25, -10.13
197005, -10.14,  -9.68, -10.29,  -1.69,  -5.40,  -7.09
197006, -11.45,  -7.16,  -3.87,  -8.12,  -5.12,  -4.30
197007,   7.30,   7.41,   6.08,  11.36,   8.37,   6.30
197008,  10.29,   5.57,   3.46,   9.78,   5.56,   3.51
197009,  18.90,   9.35,   8.25,   9.24,   4.76,   2.28
197010, -11.55,  -2.51,  -0.11,  -8.02,  -1.20,  -0.63
197011,  -0.42,   2.29,   3.64,   4.54,   5.06,   5.94
197012,   9.32,   9.80,   8.13,   7.70,   7.26,   4.43
197101,  15.06,  10.16,   9.04,  10.21,   4.85,   3.20
197102,   4.55,   3.03,   4.49,   0.50,   1.03,   2.14
197103,   6.11,   6.40,   5.96,   6.60,   3.83,   3.92
197104,   2.35,   2.76,   3.86,   4.01,   2.50,   5.31
197105,  -6.38,  -4.89,  -4.63,  -3.41,  -3.65,  -3.43
197106,  -3.42,  -2.47,   0.84,   0.34,   0.16,   1.53
197107,  -4.86,  -4.55,  -5.90,  -2.85,  -3.59,  -6.51
197108,   2.69,   4.06,   6.57,   2.50,   4.30,   5.85
197109,  -2.41,  -1.14,   0.73,  -1.50,  -0.01,  -0.41
197110,  -7.76,  -5.42,  -5.33,  -3.37,  -3.44,  -4.85
197111,  -4.21,  -2.91,  -1.85,  -0.33,   0.48,   0.34
197112,  13.81,  12.27,  12.66,   9.19,   8.13,   9.17
197201,  10.81,   6.99,   8.72,  -0.03,   2.72,   2.40
197202,   2.40,   3.77,   4.33,   1.63,   2.06,   4.78
197203,  -1.03,   0.62,   1.19,  -1.50,   0.75,   2.16
197204,  -1.43,   0.44,   2.51,  -0.15,   0.14,   1.53
197205,  -4.06,  -2.28,  -1.17,   0.17,   0.94,   3.86
197206,  -4.49,  -3.02,  -3.50,  -3.82,  -2.15,  -1.00
197207,  -4.38,  -2.34,  -3.43,  -3.20,  -0.69,   1.35
197208,   2.80,   1.44,  -0.15,   8.59,   5.61,   0.73
197209,  -3.76,  -2.66,  -2.69,  -2.40,  -0.84,   0.17
197210,  -2.25,  -0.51,  -0.96,   0.53,   1.73,   0.66
197211,   6.86,   5.19,   4.67,   9.89,   6.98,   1.90
197212,  -3.72,  -1.50,   0.72,  -2.32,   0.12,   3.08
197301,  -6.35,  -3.97,  -5.70,  -8.21,  -2.56,  -1.40
197302,  -8.38,  -6.99,  -9.69,  -9.21,  -3.65,  -3.58
197303,  -4.62,  -2.97,  -0.38,  -2.35,  -2.41,   0.59
197304, -10.62,  -6.24,  -4.91, -10.70,  -5.10,  -3.69
197305, -11.02,  -8.42,  -5.35,  -9.23,  -3.01,  -0.61
197306,  -5.30,  -3.10,  -1.86,  -4.86,  -2.70,   0.28
197307,  17.99,  11.27,   7.19,  15.01,   8.97,   2.67
197308,  -7.18,  -3.64,  -2.45,  -5.02,  -3.10,  -2.83
197309,  11.67,   9.84,   9.24,  14.28,   8.47,   2.72
197310,  -3.91,   1.37,   3.16,  -5.33,  -1.58,   1.35
197311, -22.34, -17.45, -16.37, -20.80, -12.26,  -9.46
197312,  -7.46,  -2.43,   4.92,  -4.54,  -0.43,   3.83
197401,  16.08,  10.13,   6.97,   5.97,   2.21,  -2.62
197402,  -0.39,   0.43,   0.06,   0.59,  -0.90,   0.77
197403,   1.00,   0.30,  -0.97,  -3.51,  -1.41,  -3.65
197404,  -7.47,  -5.29,  -4.96,  -5.93,  -3.90,  -4.23
197405,  -9.33,  -7.09,  -7.55,  -3.84,  -1.33,  -6.41
197406,  -4.95,  -3.04,  -1.70,  -3.12,  -1.71,  -1.76
197407,  -6.28,  -4.37,  -4.22,  -8.91,  -8.36,  -4.76
197408,  -9.74,  -8.16,  -6.29, -10.50,  -9.09,  -7.96
197409, -10.49,  -7.12,  -7.71, -13.46, -12.96,  -7.76
197410,   9.13,   8.52,  10.69,  20.83,  15.43,  18.20
197411,  -6.03,  -5.62,  -3.01,  -4.14,  -4.44,  -2.89
197412,  -7.57,  -6.46,  -5.60,  -4.70,  -2.46,  -0.83
197501,  35.85,  27.02,  19.93,  21.63,  11.23,   9.90
197502,   4.24,   4.94,   4.67,   6.81,   6.95,   5.16
197503,   9.11,   5.17,   6.58,   4.31,   1.74,   2.76
197504,   2.11,   3.22,   6.72,   6.12,   4.62,   4.27
197505,   7.28,   6.78,   8.08,   6.21,   5.82,   4.25
197506,   7.17,   6.83,   6.58,   5.18,   4.75,   5.84
197507,  -1.63,  -2.61,  -3.21,  -7.85,  -6.00,  -5.42
197508,  -5.24,  -4.61,  -5.37,  -2.28,  -1.86,  -2.35
197509,  -3.86,  -3.38,  -3.84,  -4.72,  -2.79,  -3.92
197510,   0.93,   3.03,   2.83,   7.80,   5.76,   5.58
197511,   1.29,   2.53,   2.53,   4.36,   2.60,   2.22
197512,   0.18,  -0.88,  -1.43,  -2.27,  -0.71,  -0.87
197601,  16.03,  19.03,  20.80,   9.99,  12.90,  14.12
197602,   9.66,   8.04,   8.80,  -0.65,  -0.66,   0.97
197603,   0.33,   1.76,   2.24,   3.06,   3.36,   1.44
197604,  -0.95,  -0.62,  -1.74,  -2.49,  -0.07,  -0.51
197605,  -0.77,  -1.24,  -3.24,  -1.52,  -0.25,  -1.29
197606,   3.46,   2.88,   4.27,   5.12,   4.65,   3.46
197607,  -0.22,   0.99,   0.16,  -1.26,   0.13,  -1.90
197608,  -2.20,  -1.12,  -2.33,   0.52,   0.40,  -1.06
197609,   2.61,   3.02,   2.63,   1.85,   2.92,   2.27
197610,  -2.04,  -1.17,  -2.22,  -2.48,  -1.36,  -3.17
197611,   3.00,   3.40,   4.50,  -1.71,   1.30,   2.62
197612,  10.70,   9.10,   9.54,   4.78,   5.64,   7.40
197701,   0.34,   2.44,   2.91,  -7.36,  -3.01,  -1.94
197702,  -1.56,  -0.40,   0.25,  -1.62,  -1.39,  -2.70
197703,   0.65,   0.59,   0.53,  -1.88,  -1.04,  -0.66
197704,  -0.16,   1.47,   2.64,  -2.14,   0.77,   3.49
197705,  -0.92,   0.59,   0.14,  -3.02,  -0.42,  -0.02
197706,   5.23,   5.72,   7.32,   4.87,   4.72,   6.10
197707,  -0.09,   0.58,   0.58,  -1.41,  -1.60,  -1.43
197708,  -0.50,  -1.01,  -0.13,   0.84,  -2.93,  -2.92
197709,  -0.01,   1.26,   1.58,  -1.31,   1.18,   1.10
197710,  -2.52,  -1.89,  -3.01,  -4.32,  -3.86,  -3.99
197711,   7.31,   6.87,   8.67,   3.64,   4.09,   6.30
197712,   0.47,   1.82,   2.39,   0.04,   0.88,   1.29
197801,  -1.83,  -1.92,  -3.23,  -6.40,  -5.45,  -6.33
197802,   1.47,   2.18,   2.94,  -2.64,  -0.90,  -0.18
197803,   5.97,   5.51,   7.05,   3.66,   2.07,   5.31
197804,   7.17,   6.80,   8.83,   9.79,   7.45,   9.86
197805,   5.57,   4.31,   7.40,   1.45,   1.33,   5.28
197806,  -0.92,   0.52,   1.08,  -2.58,  -1.01,   0.90
197807,   3.84,   4.89,   7.10,   4.90,   5.52,   9.97
197808,   6.53,   7.06,   9.53,   3.76,   2.96,   6.41
197809,   0.14,  -0.18,  -1.80,   0.62,  -1.46,  -3.72
197810, -15.05, -16.56, -23.26,  -8.25, -10.00, -16.96
197811,   3.02,   4.18,   8.59,   2.26,   3.05,   7.59
197812,   0.74,   1.97,   3.08,  -0.85,   2.00,   2.87
197901,   9.69,   7.74,   9.04,   6.20,   3.91,   4.13
197902,  -2.06,  -1.98,  -2.69,  -2.54,  -2.59,  -4.03
197903,   8.26,   8.26,  10.68,   5.18,   5.34,   8.63
197904,   2.12,   2.50,   2.98,   0.31,  -0.06,   1.06
197905,  -1.53,  -1.06,  -1.59,  -0.87,  -1.34,  -1.89
197906,   5.27,   5.23,   6.07,   3.98,   4.56,   4.86
197907,   3.39,   3.35,   1.97,   1.87,   1.39,   1.14
197908,   8.83,   6.54,   8.27,   7.11,   4.97,   7.27
197909,  -2.28,  -0.77,   1.61,  -3.06,  -1.06,   3.60
197910, -11.73, -10.06,  -9.83,  -7.36,  -7.29,  -5.26
197911,   3.54,   6.40,  12.37,   3.49,   5.54,  10.93
197912,   4.54,   4.43,   9.23,   0.03,   1.97,   4.89
198001,   5.51,   6.88,  10.73,   2.05,   5.16,  11.94
198002,  -4.54,  -3.66,   0.75,  -4.32,  -2.30,   6.15
198003, -13.72, -15.04, -20.49,  -4.78,  -9.15, -17.11
198004,   6.63,   5.54,   7.14,   6.51,   3.53,   5.14
198005,   9.31,   8.07,   7.56,   5.53,   6.56,   5.03
198006,   4.01,   4.01,   5.67,   3.35,   1.94,   4.93
198007,   8.98,   8.74,  12.36,   9.21,   5.61,   6.61
198008,   4.69,   3.71,   8.98,   0.68,   1.16,   2.81
198009,   1.84,   2.47,   5.56,  -0.75,   0.55,   6.32
198010,   0.22,   2.02,   7.10,  -2.45,   0.18,   5.27
198011,   1.06,   4.51,  12.28,   0.81,  10.62,  20.02
198012,  -1.73,  -1.55,  -4.43,   2.89,  -2.26,  -7.77
198101,   1.54,   1.86,  -3.39,   1.76,  -2.08,  -9.21
198102,   1.49,   1.41,   0.39,   2.46,   2.58,   0.85
198103,   7.48,   7.28,   8.08,   4.68,   3.02,   5.57
198104,   2.26,   3.50,   3.15,  -0.58,  -1.48,  -3.29
198105,   0.56,   2.49,   5.26,   0.37,   0.44,   3.07
198106,   0.23,  -0.64,  -2.60,   2.42,  -1.27,  -6.38
198107,  -1.65,  -2.03,  -2.56,   2.58,  -1.28,  -1.42
198108,  -6.96,  -6.29,  -7.83,  -4.76,  -5.63,  -6.20
198109,  -9.65,  -6.49,  -6.56,  -6.51,  -5.20,  -5.70
198110,   6.16,   7.08,   9.66,   3.31,   6.03,   7.83
198111,   1.74,   4.54,   3.53,   5.36,   5.59,   3.02
198112,  -3.20,  -0.35,  -1.28,  -3.51,  -2.54,  -2.83
198201,  -3.78,  -3.13,  -3.24,  -3.64,  -2.09,  -0.75
198202,  -7.42,  -3.42,  -2.45,  -7.56,  -4.83,  -2.78
198203,  -2.50,  -0.51,  -0.35,  -2.40,  -1.22,   1.38
198204,   5.55,   5.63,   5.23,   4.82,   3.94,   4.34
198205,  -5.02,  -2.26,  -1.65,  -4.52,  -2.02,  -2.88
198206,  -6.19,  -2.32,  -0.75,  -4.50,  -2.19,  -0.02
198207,  -3.35,  -0.97,  -0.16,  -5.23,  -3.94,   0.48
198208,  10.01,   7.60,   7.61,  15.64,  12.73,  11.01
198209,  -0.02,   5.12,   6.12,   0.16,   1.26,   2.40
198210,  13.58,  12.46,  16.01,  12.64,  11.87,  10.59
198211,   4.91,   9.58,  10.89,   1.02,   4.86,   6.93
198212,   0.38,   1.26,   1.71,   2.68,   0.31,   1.43
198301,   9.12,   5.97,   7.59,   4.48,   4.27,   2.55
198302,   2.64,   5.36,   6.53,   1.27,   2.38,   4.93
198303,   3.52,   4.30,   5.57,   3.69,   2.77,   3.49
198304,   6.05,   7.18,   8.56,   8.17,   5.76,   9.11
198305,   9.58,   5.09,   7.29,   1.05,  -0.57,   0.22
198306,   3.52,   3.52,   5.16,   3.96,   2.11,   5.91
198307,  -0.12,  -1.44,  -3.81,  -2.82,  -2.81,  -5.39
198308,  -1.17,  -2.00,  -5.42,   3.25,   1.41,  -3.36
198309,   0.56,   2.81,   1.86,   1.95,   1.93,   0.60
198310,  -4.15,  -4.61,  -7.96,  -0.52,  -1.34,  -5.75
198311,   3.41,   4.72,   4.63,   2.71,   3.00,   1.23
198312,  -2.55,  -0.54,  -1.35,  -0.64,  -1.45,  -0.17
198401,  -0.47,  -0.39,  -2.40,  -0.19,  -0.74,  -3.38
198402,  -5.80,  -4.48,  -5.51,  -4.41,  -3.27,  -4.27
198403,  -0.53,   1.87,   1.23,   1.32,   1.58,   1.70
198404,  -2.20,  -0.01,   0.43,  -0.29,   0.46,   1.21
198405,  -6.17,  -4.94,  -4.18,  -5.99,  -4.86,  -4.96
198406,   2.19,   3.62,   2.76,   3.27,   3.29,   1.31
198407,  -7.02,  -3.55,  -1.38,  -2.46,  -1.12,  -2.39
198408,  13.78,  11.20,   8.38,  14.77,  12.27,   8.99
198409,  -1.96,  -0.48,   2.27,  -1.54,  -0.75,   1.48
198410,  -3.63,  -0.61,   0.76,  -1.01,   0.26,   0.92
198411,  -4.47,  -0.94,  -0.99,  -0.77,  -0.90,  -0.98
198412,   0.56,   2.56,   2.28,   1.51,   2.55,   2.78
198501,  16.12,  11.80,   8.90,  11.87,   9.12,   5.45
198502,   1.71,   2.85,   3.28,   0.01,   1.52,   2.19
198503,  -3.40,  -1.85,  -0.17,   0.44,  -0.18,   0.37
198504,  -2.84,  -0.64,   0.95,  -1.89,  -0.08,   0.39
198505,   1.52,   3.94,   4.85,   2.36,   6.51,   7.01
198506,  -1.46,   2.47,   3.85,   1.39,   1.00,   3.21
198507,   3.30,   2.22,   1.58,   3.39,   0.47,  -2.71
198508,  -1.33,  -0.65,   0.20,  -1.87,  -0.57,   0.30
198509,  -7.17,  -4.91,  -4.69,  -4.35,  -3.28,  -3.82
198510,   0.76,   3.69,   5.97,   1.60,   4.77,   6.16
198511,   6.63,   6.61,   7.62,   8.48,   7.14,   6.54
198512,   3.91,   4.70,   4.18,   4.79,   4.95,   4.07
198601,  -0.22,   1.73,   4.10,   1.16,  -0.13,   2.84
198602,   5.17,   6.99,   9.11,   6.74,   7.62,   8.32
198603,   4.31,   5.01,   4.86,   3.02,   4.83,   7.29
198604,   1.06,   1.73,   2.18,   0.08,  -1.21,  -1.76
198605,   2.94,   3.13,   5.34,   5.19,   4.47,   6.90
198606,  -2.35,   0.81,   2.61,  -1.19,   1.33,   3.99
198607, -10.46,  -7.20,  -8.17,  -6.97,  -4.81,  -5.61
198608,   4.38,   3.40,   2.36,  13.33,   7.54,   4.78
198609,  -5.01,  -5.86,  -7.69,  -2.46,  -7.19, -11.35
198610,   1.90,   2.96,   4.39,   0.34,   5.94,   6.77
198611,  -0.83,   0.21,  -1.15,   1.79,   2.23,   1.60
198612,  -3.20,  -1.96,  -3.24,  -3.57,  -2.44,  -2.83
198701,  11.76,  10.12,  12.38,  10.69,  12.15,  14.47
198702,   7.96,   7.37,   7.75,   7.16,   4.54,   3.23
198703,   1.39,   2.25,   3.44,   1.48,   1.26,   2.78
198704,  -3.86,  -3.15,  -2.13,   0.72,  -3.22,  -0.57
198705,  -0.38,  -0.21,  -0.83,   1.71,   0.32,   0.68
198706,   2.35,   3.90,   2.50,   5.12,   4.90,   4.47
198707,   2.13,   3.17,   4.82,   2.76,   4.11,   5.51
198708,   3.04,   3.57,   3.16,   5.72,   3.89,   3.88
198709,  -2.73,  -1.19,  -1.41,  -1.57,  -3.09,  -1.37
198710, -26.31, -27.81, -32.50, -13.80, -21.74, -23.33
198711,  -5.93,  -3.54,  -5.27,  -4.98,  -8.26,  -7.97
198712,   3.96,   6.25,  11.50,   3.75,   6.66,   7.95
198801,   7.87,   5.33,   2.05,  10.35,   6.31,   1.68
198802,   8.56,   7.75,   7.69,   7.28,   3.77,   5.22
198803,   2.99,   3.78,   4.51,  -1.86,  -3.34,  -2.21
198804,   0.63,   1.24,   2.93,  -0.56,   0.63,   1.62
198805,  -2.93,  -1.66,  -1.46,   0.80,   0.60,   0.58
198806,   7.13,   5.71,   6.79,   8.96,   4.50,   3.44
198807,  -0.49,  -1.14,  -0.51,  -1.86,  -0.53,  -0.53
198808,  -3.07,  -1.99,  -2.54,  -2.77,  -2.83,  -2.60
198809,   1.25,   2.75,   3.06,   4.76,   4.37,   3.49
198810,  -2.07,  -0.87,  -0.20,   1.53,   2.40,   2.33
198811,  -3.91,  -2.19,  -3.20,  -1.52,  -1.46,  -1.56
198812,   2.62,   3.29,   4.32,   2.34,   1.87,   1.62
198901,   4.62,   3.99,   5.18,   7.95,   6.43,   7.06
198902,   0.71,   0.40,   1.22,  -2.07,  -2.50,  -0.60
198903,   1.12,   1.97,   3.42,  -0.41,   1.81,   4.31
198904,   3.07,   3.85,   5.26,   4.44,   5.00,   5.80
198905,   3.17,   4.08,   4.31,   2.94,   4.02,   4.83
198906,  -2.41,  -0.24,  -2.05,  -0.57,  -0.76,  -0.07
198907,   1.55,   4.07,   5.99,   4.48,   7.62,  10.86
198908,   1.66,   3.04,   3.45,   3.45,   2.21,   1.43
198909,  -1.24,   0.50,   1.82,  -2.46,  -1.11,   1.29
198910,  -7.23,  -4.88,  -5.55,  -3.56,  -2.24,  -2.61
198911,  -1.38,   0.79,   1.22,  -0.67,   2.68,   1.93
198912,  -1.52,  -0.14,   0.87,  -1.22,   3.05,   1.99
199001,  -8.37,  -7.30, -10.22,  -3.61,  -6.35,  -8.31
199002,   2.92,   1.99,   3.80,   3.27,   1.34,   1.30
199003,   1.94,   3.10,   4.77,   2.26,   1.37,   3.02
199004,  -5.06,  -3.27,  -2.63,  -4.46,  -2.77,  -2.12
199005,   5.01,   4.43,  10.02,   8.77,   9.06,   9.83
199006,  -0.39,   0.47,   0.16,  -3.88,  -1.31,   0.37
199007,  -6.55,  -3.45,  -2.73,  -8.01,  -1.45,   0.37
199008, -14.67, -11.11, -13.18, -10.59,  -9.68,  -8.32
199009, -12.91,  -7.78,  -8.48, -11.83,  -4.08,  -4.71
199010, -10.33,  -5.52,  -3.92,  -6.78,  -0.70,   0.24
199011,   8.60,   6.41,   7.12,  14.89,   7.58,   5.41
199012,   1.07,   4.20,   4.98,   5.28,   4.50,   1.94
199101,  10.45,   7.15,   8.09,  13.86,   5.89,   3.31
199102,  15.47,  10.32,  10.90,  11.69,   6.79,   7.04
199103,   5.93,   4.53,   8.98,   0.93,   1.80,   3.62
199104,   0.51,   1.70,   0.58,   4.09,   0.54,  -0.70
199105,   2.08,   3.50,   5.45,   7.54,   3.60,   3.95
199106,  -4.23,  -2.83,  -5.42,  -5.89,  -4.94,  -3.76
199107,   1.76,   2.87,   6.49,   3.21,   3.11,   7.11
199108,   1.74,   3.29,   5.38,   4.37,   1.33,   3.88
199109,  -1.57,   0.29,   1.96,  -1.50,  -1.11,  -1.44
199110,   0.76,   1.59,   4.13,  -0.19,   1.65,   2.55
